signal_bar,leg1_osc,leg1_conf_bar,leg2_anchor_bar,direction,dt
422,wt,415,414,bull,2021-01-11 16:30:00
706,mfi,704,677,bear,2021-01-14 15:30:00
794,wt,794,788,bull,2021-01-15 13:30:00
884,wt,876,884,bear,2021-01-16 12:00:00
1049,mfi,1047,1047,bull,2021-01-18 05:15:00
1085,wt,1082,1073,bear,2021-01-18 14:15:00
1128,mfi,1121,1127,bear,2021-01-19 01:00:00
1287,mfi,1286,1239,bull,2021-01-20 16:45:00
1384,wt,1379,1381,bull,2021-01-21 17:00:00
1386,mfi,1385,1359,bull,2021-01-21 17:30:00
1493,mfi,1489,1493,bear,2021-01-22 20:15:00
1758,mfi,1758,1757,bear,2021-01-25 14:30:00
1835,wt,1829,1835,bull,2021-01-26 09:45:00
1853,mfi,1849,1815,bull,2021-01-26 14:15:00
2056,wt,2053,2051,bear,2021-01-28 17:00:00
2125,mfi,2123,2089,bear,2021-01-29 10:15:00
2308,wt,2306,2305,bull,2021-01-31 08:00:00
2571,wt,2571,2564,bear,2021-02-03 01:45:00
2695,mfi,2695,2666,bear,2021-02-04 08:45:00
2902,wt,2895,2900,bear,2021-02-06 12:30:00
2918,mfi,2917,2901,bear,2021-02-06 16:30:00
3092,mfi,3091,3078,bear,2021-02-08 12:00:00
3135,wt,3135,3134,bear,2021-02-08 22:45:00
3170,mfi,3162,3143,bear,2021-02-09 07:30:00
3920,mfi,3912,3912,bear,2021-02-17 03:00:00
3946,wt,3942,3946,bear,2021-02-17 09:30:00
3950,wt,3949,3946,bear,2021-02-17 10:30:00
4364,wt,4364,4360,bear,2021-02-21 18:00:00
4761,mfi,4755,4718,bull,2021-02-25 21:15:00
4989,wt,4983,4985,bull,2021-02-28 06:15:00
4992,mfi,4990,4983,bull,2021-02-28 07:00:00
5023,mfi,5017,4983,bull,2021-02-28 14:45:00
5061,mfi,5058,5060,bear,2021-03-01 00:15:00
5064,wt,5060,5058,bear,2021-03-01 01:00:00
5069,mfi,5065,5066,bear,2021-03-01 02:15:00
5107,wt,5107,5100,bear,2021-03-01 11:45:00
5523,mfi,5516,5501,bear,2021-03-05 20:30:00
5699,wt,5692,5683,bear,2021-03-07 16:30:00
5703,mfi,5703,5670,bear,2021-03-07 17:30:00
5842,mfi,5842,5836,bear,2021-03-09 04:15:00
5850,mfi,5850,5836,bear,2021-03-09 06:15:00
5885,mfi,5882,5851,bear,2021-03-09 15:00:00
5942,wt,5940,5902,bull,2021-03-10 05:15:00
5980,mfi,5977,5979,bear,2021-03-10 14:45:00
5982,mfi,5981,5979,bear,2021-03-10 15:15:00
6104,mfi,6096,6096,bear,2021-03-11 21:45:00
6106,wt,6105,6104,bear,2021-03-11 22:15:00
6650,wt,6644,6649,bull,2021-03-17 14:15:00
7019,mfi,7010,7000,bull,2021-03-21 10:30:00
7194,mfi,7188,7160,bull,2021-03-23 06:15:00
7319,wt,7319,7319,bear,2021-03-24 13:30:00
7425,wt,7416,7424,bull,2021-03-25 16:00:00
7489,wt,7482,7483,bear,2021-03-26 08:00:00
7558,wt,7557,7548,bear,2021-03-27 01:15:00
7858,wt,7853,7858,bull,2021-03-30 04:15:00
8319,wt,8317,8317,bull,2021-04-03 23:30:00
8397,wt,8396,8391,bear,2021-04-04 19:00:00
8658,wt,8649,8658,bull,2021-04-07 12:15:00
8766,mfi,8759,8733,bear,2021-04-08 15:15:00
8851,wt,8850,8829,bear,2021-04-09 12:30:00
9308,mfi,9307,9305,bear,2021-04-14 06:45:00
9497,mfi,9495,9496,bull,2021-04-16 06:00:00
9674,mfi,9666,9672,bull,2021-04-18 02:15:00
9674,mfi,9671,9672,bull,2021-04-18 02:15:00
9758,mfi,9754,9752,bear,2021-04-18 23:15:00
9776,wt,9770,9774,bear,2021-04-19 03:45:00
9776,wt,9774,9774,bear,2021-04-19 03:45:00
10063,mfi,10059,10048,bull,2021-04-22 03:30:00
10171,wt,10169,10167,bull,2021-04-23 06:30:00
10449,mfi,10445,10444,bear,2021-04-26 04:00:00
10449,wt,10444,10445,bear,2021-04-26 04:00:00
10455,mfi,10455,10444,bear,2021-04-26 05:30:00
10509,mfi,10509,10485,bear,2021-04-26 19:00:00
10562,mfi,10556,10560,bear,2021-04-27 08:15:00
10790,wt,10781,10783,bull,2021-04-29 17:15:00
10802,wt,10793,10795,bull,2021-04-29 20:15:00
10919,mfi,10913,10916,bear,2021-05-01 01:30:00
10919,mfi,10918,10916,bear,2021-05-01 01:30:00
11048,wt,11046,11045,bull,2021-05-02 09:45:00
11371,mfi,11371,11361,bear,2021-05-05 18:30:00
11623,wt,11622,11605,bear,2021-05-08 09:30:00
11666,mfi,11663,11622,bear,2021-05-08 20:15:00
11975,mfi,11972,11958,bear,2021-05-12 01:30:00
11978,wt,11976,11972,bear,2021-05-12 02:15:00
12300,wt,12292,12291,bull,2021-05-15 10:45:00
12335,wt,12329,12328,bull,2021-05-15 19:30:00
12337,mfi,12336,12292,bull,2021-05-15 20:00:00
12467,mfi,12461,12439,bull,2021-05-17 04:30:00
12470,wt,12468,12464,bull,2021-05-17 05:15:00
12633,wt,12624,12633,bull,2021-05-18 22:00:00
12661,wt,12652,12654,bull,2021-05-19 05:00:00
12662,mfi,12662,12652,bull,2021-05-19 05:15:00
12828,mfi,12820,12827,bear,2021-05-20 22:45:00
12828,mfi,12826,12827,bear,2021-05-20 22:45:00
12991,wt,12986,12984,bear,2021-05-22 15:30:00
13464,wt,13458,13460,bear,2021-05-27 13:45:00
13468,mfi,13467,13458,bear,2021-05-27 14:45:00
13552,wt,13545,13546,bull,2021-05-28 11:45:00
13553,mfi,13553,13545,bull,2021-05-28 12:00:00
13593,mfi,13593,13545,bull,2021-05-28 22:00:00
13656,mfi,13655,13642,bull,2021-05-29 13:45:00
13736,wt,13730,13736,bear,2021-05-30 09:45:00
13778,mfi,13773,13775,bear,2021-05-30 20:15:00
13812,mfi,13812,13804,bull,2021-05-31 04:45:00
13815,mfi,13815,13804,bull,2021-05-31 05:30:00
14040,wt,14038,14037,bear,2021-06-02 13:45:00
14048,mfi,14041,14019,bear,2021-06-02 15:45:00
14204,mfi,14196,14203,bull,2021-06-04 06:45:00
14275,wt,14267,14267,bear,2021-06-05 00:30:00
14559,mfi,14558,14554,bull,2021-06-07 23:30:00
14688,wt,14688,14686,bear,2021-06-09 07:45:00
14752,mfi,14743,14723,bear,2021-06-09 23:45:00
14799,mfi,14797,14753,bear,2021-06-10 11:30:00
14970,mfi,14970,14958,bull,2021-06-12 06:15:00
15166,wt,15163,15162,bear,2021-06-14 07:15:00
15401,wt,15394,15400,bull,2021-06-16 18:00:00
15401,wt,15400,15400,bull,2021-06-16 18:00:00
15425,mfi,15425,15378,bull,2021-06-17 00:00:00
15505,wt,15500,15504,bull,2021-06-17 20:00:00
15585,wt,15582,15584,bull,2021-06-18 16:00:00
15635,mfi,15630,15600,bull,2021-06-19 04:30:00
15637,wt,15636,15630,bull,2021-06-19 05:00:00
15831,wt,15830,15794,bull,2021-06-21 05:30:00
15845,wt,15840,15845,bull,2021-06-21 09:00:00
15899,mfi,15895,15857,bull,2021-06-21 22:30:00
16160,mfi,16155,16149,bear,2021-06-24 15:45:00
16287,mfi,16282,16263,bull,2021-06-25 23:30:00
16287,mfi,16286,16263,bull,2021-06-25 23:30:00
16394,mfi,16393,16394,bear,2021-06-27 02:15:00
16586,wt,16584,16569,bear,2021-06-29 02:15:00
16625,mfi,16623,16625,bear,2021-06-29 12:00:00
16738,mfi,16733,16691,bull,2021-06-30 16:15:00
16806,mfi,16800,16802,bull,2021-07-01 09:15:00
17139,wt,17139,17135,bear,2021-07-04 20:30:00
17189,mfi,17189,17163,bull,2021-07-05 09:00:00
17397,wt,17397,17386,bear,2021-07-07 13:00:00
17465,wt,17461,17456,bull,2021-07-08 06:00:00
17468,mfi,17466,17446,bull,2021-07-08 06:45:00
17785,wt,17778,17778,bear,2021-07-11 14:00:00
17794,mfi,17786,17792,bear,2021-07-11 16:15:00
18299,mfi,18295,18298,bull,2021-07-16 22:30:00
18378,wt,18374,18378,bear,2021-07-17 18:15:00
18454,wt,18445,18453,bull,2021-07-18 13:15:00
18551,wt,18542,18551,bull,2021-07-19 13:30:00
18762,wt,18758,18757,bear,2021-07-21 18:15:00
18998,mfi,18997,18977,bear,2021-07-24 05:15:00
19151,mfi,19145,19149,bear,2021-07-25 19:30:00
19361,wt,19360,19358,bear,2021-07-28 00:00:00
19375,wt,19373,19371,bear,2021-07-28 03:30:00
19845,mfi,19837,19842,bull,2021-08-02 01:00:00
20010,wt,20004,20001,bull,2021-08-03 18:15:00
20219,mfi,20219,20203,bear,2021-08-05 22:30:00
20338,wt,20333,20334,bear,2021-08-07 04:15:00
20419,mfi,20418,20409,bear,2021-08-08 00:30:00
20562,mfi,20562,20556,bear,2021-08-09 12:15:00
20638,wt,20637,20636,bull,2021-08-10 07:15:00
20860,wt,20855,20854,bull,2021-08-12 14:45:00
20863,wt,20863,20854,bull,2021-08-12 15:30:00
20940,mfi,20940,20929,bear,2021-08-13 10:45:00
20974,wt,20974,20963,bear,2021-08-13 19:15:00
21277,wt,21270,21277,bull,2021-08-16 23:00:00
21350,wt,21346,21319,bull,2021-08-17 17:15:00
21449,mfi,21449,21447,bear,2021-08-18 18:00:00
21632,mfi,21630,21631,bear,2021-08-20 15:45:00
21636,mfi,21636,21631,bear,2021-08-20 16:45:00
21806,wt,21806,21766,bear,2021-08-22 11:15:00
22125,mfi,22123,22123,bear,2021-08-25 19:00:00
22341,wt,22339,22329,bear,2021-08-28 01:00:00
22524,wt,22518,22516,bear,2021-08-29 22:45:00
22526,mfi,22525,22518,bear,2021-08-29 23:15:00
22549,mfi,22549,22548,bull,2021-08-30 05:00:00
22628,wt,22628,22600,bull,2021-08-31 00:45:00
22659,wt,22651,22650,bear,2021-08-31 08:30:00
22826,wt,22821,22797,bear,2021-09-02 02:15:00
22971,mfi,22968,22969,bear,2021-09-03 14:30:00
23239,wt,23233,23239,bear,2021-09-06 09:30:00
23426,wt,23423,23412,bull,2021-09-08 08:15:00
23677,wt,23676,23671,bull,2021-09-10 23:00:00
23994,wt,23989,23987,bear,2021-09-14 06:15:00
24023,wt,24016,24014,bear,2021-09-14 13:30:00
24033,mfi,24024,24025,bear,2021-09-14 16:00:00
24063,mfi,24054,24034,bear,2021-09-14 23:30:00
24063,mfi,24062,24034,bear,2021-09-14 23:30:00
24342,wt,24335,24342,bull,2021-09-17 21:15:00
24556,wt,24551,24549,bull,2021-09-20 02:45:00
24645,mfi,24644,24595,bull,2021-09-21 01:00:00
24812,mfi,24812,24805,bear,2021-09-22 18:45:00
24861,wt,24853,24853,bear,2021-09-23 07:00:00
25227,mfi,25226,25213,bear,2021-09-27 02:30:00
25303,mfi,25294,25288,bull,2021-09-27 21:30:00
25525,mfi,25525,25513,bear,2021-09-30 05:00:00
25689,mfi,25688,25681,bear,2021-10-01 22:00:00
25844,mfi,25842,25818,bear,2021-10-03 12:45:00
25997,wt,25991,25997,bear,2021-10-05 03:00:00
26069,wt,26068,26067,bear,2021-10-05 21:00:00
26071,mfi,26070,26068,bear,2021-10-05 21:30:00
26399,wt,26398,26355,bear,2021-10-09 07:30:00
26422,wt,26418,26402,bear,2021-10-09 13:15:00
26783,mfi,26778,26780,bull,2021-10-13 07:30:00
26912,mfi,26911,26884,bull,2021-10-14 15:45:00
26925,mfi,26924,26884,bull,2021-10-14 19:00:00
27109,wt,27104,27108,bull,2021-10-16 17:00:00
27267,wt,27265,27263,bear,2021-10-18 08:30:00
27348,mfi,27347,27333,bear,2021-10-19 04:45:00
27671,mfi,27670,27635,bear,2021-10-22 13:30:00
27958,mfi,27952,27954,bear,2021-10-25 13:15:00
28139,wt,28134,28136,bull,2021-10-27 10:30:00
28534,mfi,28533,28520,bull,2021-10-31 13:15:00
28535,wt,28535,28533,bull,2021-10-31 13:30:00
28652,mfi,28652,28649,bull,2021-11-01 18:45:00
28664,mfi,28662,28649,bull,2021-11-01 21:45:00
28937,wt,28934,28928,bull,2021-11-04 18:00:00
29045,mfi,29044,29008,bull,2021-11-05 21:00:00
29170,wt,29161,29170,bear,2021-11-07 04:15:00
29286,wt,29279,29277,bear,2021-11-08 09:15:00
29504,wt,29503,29485,bear,2021-11-10 15:45:00
29551,wt,29550,29547,bull,2021-11-11 03:30:00
29681,wt,29679,29679,bull,2021-11-12 12:00:00
29697,wt,29689,29697,bull,2021-11-12 16:00:00
29793,mfi,29789,29793,bear,2021-11-13 16:00:00
30004,wt,29999,30004,bull,2021-11-15 20:45:00
30008,mfi,30008,29985,bull,2021-11-15 21:45:00
30043,wt,30035,30035,bull,2021-11-16 06:30:00
30265,mfi,30264,30251,bull,2021-11-18 14:00:00
30304,mfi,30304,30279,bull,2021-11-18 23:45:00
30385,wt,30377,30383,bear,2021-11-19 20:00:00
30483,wt,30482,30452,bear,2021-11-20 20:30:00
30487,mfi,30484,30482,bear,2021-11-20 21:30:00
30497,wt,30494,30494,bear,2021-11-21 00:00:00
30498,mfi,30498,30494,bear,2021-11-21 00:15:00
30598,mfi,30598,30598,bull,2021-11-22 01:15:00
30727,wt,30724,30720,bull,2021-11-23 09:30:00
30743,wt,30734,30740,bear,2021-11-23 13:30:00
30752,mfi,30744,30705,bear,2021-11-23 15:45:00
30954,wt,30949,30940,bear,2021-11-25 18:15:00
31044,mfi,31044,31015,bull,2021-11-26 16:45:00
31054,mfi,31052,31015,bull,2021-11-26 19:15:00
31074,wt,31074,31063,bull,2021-11-27 00:15:00
31140,wt,31132,31139,bear,2021-11-27 16:45:00
31261,mfi,31260,31261,bear,2021-11-28 23:00:00
31871,mfi,31865,31826,bear,2021-12-05 07:30:00
31871,mfi,31871,31826,bear,2021-12-05 07:30:00
32071,wt,32063,32061,bear,2021-12-07 09:30:00
32099,mfi,32098,32082,bear,2021-12-07 16:30:00
32281,mfi,32281,32239,bull,2021-12-09 14:00:00
32305,mfi,32301,32303,bull,2021-12-09 20:00:00
32442,mfi,32436,32441,bear,2021-12-11 06:15:00
32516,mfi,32511,32486,bear,2021-12-12 00:45:00
32676,wt,32676,32671,bull,2021-12-13 16:45:00
33321,wt,33313,33312,bull,2021-12-20 10:00:00
33332,wt,33323,33322,bull,2021-12-20 12:45:00
33517,wt,33511,33517,bear,2021-12-22 11:00:00
34014,mfi,34014,34011,bear,2021-12-27 15:15:00
34124,mfi,34116,34123,bull,2021-12-28 18:45:00
34775,wt,34771,34770,bear,2022-01-04 13:30:00
34903,mfi,34895,34901,bull,2022-01-05 21:30:00
35074,mfi,35069,35028,bull,2022-01-07 16:15:00
35181,wt,35179,35179,bull,2022-01-08 19:00:00
35719,wt,35719,35714,bull,2022-01-14 09:30:00
35845,wt,35844,35841,bear,2022-01-15 17:00:00
35846,mfi,35841,35844,bear,2022-01-15 17:15:00
35942,mfi,35942,35907,bear,2022-01-16 17:15:00
36354,mfi,36354,36348,bull,2022-01-21 00:15:00
36439,wt,36437,36437,bull,2022-01-21 21:30:00
36796,wt,36791,36780,bear,2022-01-25 14:45:00
36944,wt,36942,36942,bull,2022-01-27 03:45:00
36988,wt,36980,36987,bear,2022-01-27 14:45:00
37017,wt,37017,36974,bull,2022-01-27 22:00:00
37596,mfi,37596,37572,bull,2022-02-02 22:45:00
37650,mfi,37647,37647,bull,2022-02-03 12:15:00
37650,wt,37647,37647,bull,2022-02-03 12:15:00
37747,wt,37739,37745,bear,2022-02-04 12:30:00
38006,wt,38003,38003,bear,2022-02-07 05:15:00
38059,mfi,38059,38051,bear,2022-02-07 18:30:00
38618,wt,38610,38616,bear,2022-02-13 14:15:00
38800,wt,38799,38799,bear,2022-02-15 11:45:00
38879,wt,38870,38879,bull,2022-02-16 07:30:00
39042,wt,39034,39039,bull,2022-02-18 00:15:00
39105,wt,39102,39101,bull,2022-02-18 16:00:00
39189,wt,39187,39189,bull,2022-02-19 13:00:00
39381,mfi,39374,39379,bull,2022-02-21 13:00:00
39442,wt,39442,39436,bull,2022-02-22 04:15:00
39723,wt,39717,39707,bear,2022-02-25 02:30:00
39727,mfi,39724,39727,bear,2022-02-25 03:30:00
39849,mfi,39846,39836,bull,2022-02-26 10:00:00
40093,wt,40088,40088,bear,2022-02-28 23:00:00
40811,mfi,40810,40811,bear,2022-03-08 10:30:00
41009,mfi,41008,40984,bull,2022-03-10 12:00:00
41985,wt,41978,41985,bull,2022-03-20 16:00:00
42031,mfi,42029,41995,bull,2022-03-21 03:30:00
42062,wt,42060,42059,bear,2022-03-21 11:15:00
42371,mfi,42363,42334,bear,2022-03-24 16:30:00
42458,mfi,42458,42455,bear,2022-03-25 14:15:00
42550,mfi,42550,42550,bull,2022-03-26 13:15:00
42577,mfi,42575,42575,bear,2022-03-26 20:00:00
42710,wt,42708,42706,bear,2022-03-28 05:15:00
43217,mfi,43217,43216,bear,2022-04-02 12:00:00
43426,mfi,43423,43405,bull,2022-04-04 16:15:00
43456,wt,43456,43410,bear,2022-04-04 23:45:00
43626,mfi,43625,43624,bull,2022-04-06 18:15:00
43653,wt,43651,43650,bull,2022-04-07 01:00:00
43945,wt,43941,43945,bear,2022-04-10 02:00:00
44087,wt,44083,44081,bull,2022-04-11 13:30:00
44090,mfi,44088,44083,bull,2022-04-11 14:15:00
44104,wt,44095,44100,bull,2022-04-11 17:45:00
44104,wt,44101,44100,bull,2022-04-11 17:45:00
44403,mfi,44403,44388,bull,2022-04-14 20:30:00
44586,wt,44581,44585,bull,2022-04-16 18:15:00
44781,mfi,44775,44760,bear,2022-04-18 19:00:00
45476,wt,45474,45476,bear,2022-04-26 00:45:00
45501,wt,45498,45495,bear,2022-04-26 07:00:00
45954,mfi,45947,45919,bull,2022-05-01 00:15:00
45955,wt,45955,45955,bull,2022-05-01 00:30:00
46321,mfi,46321,46276,bear,2022-05-04 20:15:00
46695,wt,46691,46690,bull,2022-05-08 17:45:00
46754,wt,46748,46752,bull,2022-05-09 08:30:00
46774,wt,46768,46773,bull,2022-05-09 13:30:00
46778,wt,46775,46773,bull,2022-05-09 14:30:00
46799,wt,46797,46789,bull,2022-05-09 19:45:00
46947,wt,46946,46930,bull,2022-05-11 08:45:00
47037,wt,47032,47037,bull,2022-05-12 07:15:00
47264,wt,47259,47257,bull,2022-05-14 16:00:00
48222,wt,48220,48212,bull,2022-05-24 15:30:00
48459,mfi,48458,48456,bull,2022-05-27 02:45:00
48475,mfi,48475,48456,bull,2022-05-27 06:45:00
48752,mfi,48752,48747,bear,2022-05-30 04:30:00
48819,wt,48814,48818,bear,2022-05-30 21:15:00
48884,mfi,48876,48880,bear,2022-05-31 13:30:00
49089,mfi,49087,49073,bear,2022-06-02 16:45:00
49436,mfi,49434,49418,bear,2022-06-06 07:30:00
49866,wt,49860,49866,bull,2022-06-10 19:00:00
50039,wt,50031,50039,bull,2022-06-12 14:15:00
50117,wt,50117,50115,bull,2022-06-13 09:45:00
50126,mfi,50126,50117,bull,2022-06-13 12:00:00
50131,wt,50127,50130,bull,2022-06-13 13:15:00
50291,mfi,50291,50291,bull,2022-06-15 05:15:00
50292,wt,50291,50291,bull,2022-06-15 05:30:00
50353,wt,50352,50327,bear,2022-06-15 20:45:00
50451,mfi,50450,50410,bull,2022-06-16 21:15:00
50591,mfi,50590,50591,bull,2022-06-18 08:15:00
50641,wt,50635,50641,bull,2022-06-18 20:45:00
50907,mfi,50904,50884,bear,2022-06-21 15:15:00
50970,wt,50961,50969,bull,2022-06-22 07:00:00
51134,mfi,51131,51122,bear,2022-06-24 00:00:00
51134,mfi,51134,51122,bear,2022-06-24 00:00:00
51325,mfi,51319,51320,bear,2022-06-25 23:45:00
51427,wt,51425,51423,bull,2022-06-27 01:15:00
51743,mfi,51740,51741,bull,2022-06-30 08:15:00
51794,wt,51791,51790,bull,2022-06-30 21:00:00
51796,mfi,51795,51750,bull,2022-06-30 21:30:00
52018,mfi,52011,51995,bear,2022-07-03 05:00:00
52192,mfi,52192,52192,bear,2022-07-05 00:30:00
52487,mfi,52478,52464,bear,2022-07-08 02:15:00
52535,mfi,52535,52518,bull,2022-07-08 14:15:00
52697,wt,52690,52697,bull,2022-07-10 06:45:00
52734,mfi,52731,52731,bull,2022-07-10 16:00:00
52789,wt,52788,52783,bull,2022-07-11 05:45:00
52795,mfi,52795,52777,bull,2022-07-11 07:15:00
52954,wt,52953,52951,bull,2022-07-12 23:00:00
53185,wt,53184,53183,bear,2022-07-15 08:45:00
53188,mfi,53183,53184,bear,2022-07-15 09:30:00
53232,mfi,53227,53189,bear,2022-07-15 20:30:00
53685,wt,53682,53680,bear,2022-07-20 13:45:00
53785,wt,53777,53782,bull,2022-07-21 14:45:00
53863,wt,53854,53862,bear,2022-07-22 10:15:00
53868,mfi,53866,53863,bear,2022-07-22 11:30:00
53941,mfi,53941,53931,bear,2022-07-23 05:45:00
54043,wt,54042,54041,bear,2022-07-24 07:15:00
54130,mfi,54130,54124,bull,2022-07-25 05:00:00
54262,mfi,54255,54212,bull,2022-07-26 14:00:00
54364,mfi,54355,54335,bear,2022-07-27 15:30:00
54364,mfi,54361,54335,bear,2022-07-27 15:30:00
54857,mfi,54855,54813,bull,2022-08-01 18:45:00
55502,wt,55493,55499,bear,2022-08-08 12:00:00
55652,mfi,55650,55610,bull,2022-08-10 01:30:00
55758,wt,55752,55757,bear,2022-08-11 04:00:00
55795,mfi,55795,55767,bear,2022-08-11 13:15:00
55887,mfi,55883,55838,bull,2022-08-12 12:15:00
56047,wt,56044,56043,bear,2022-08-14 04:15:00
56086,wt,56086,56084,bull,2022-08-14 14:00:00
56159,mfi,56157,56159,bull,2022-08-15 08:15:00
56547,wt,56541,56545,bull,2022-08-19 09:15:00
56606,mfi,56603,56606,bull,2022-08-20 00:00:00
56606,wt,56606,56603,bull,2022-08-20 00:00:00
56689,mfi,56687,56688,bull,2022-08-20 20:45:00
56744,wt,56744,56715,bear,2022-08-21 10:30:00
57000,mfi,56999,57000,bull,2022-08-24 02:30:00
57250,mfi,57246,57231,bull,2022-08-26 17:00:00
57271,mfi,57269,57231,bull,2022-08-26 22:15:00
57635,mfi,57635,57629,bull,2022-08-30 17:15:00
57913,wt,57911,57896,bear,2022-09-02 14:45:00
58586,wt,58580,58584,bear,2022-09-09 15:00:00
58823,mfi,58823,58818,bear,2022-09-12 02:15:00
58867,mfi,58858,58849,bear,2022-09-12 13:15:00
58867,mfi,58867,58849,bear,2022-09-12 13:15:00
58959,mfi,58957,58958,bear,2022-09-13 12:15:00
58976,wt,58973,58948,bull,2022-09-13 16:30:00
59457,wt,59453,59451,bull,2022-09-18 16:45:00
59514,mfi,59514,59501,bull,2022-09-19 07:00:00
59625,wt,59625,59608,bull,2022-09-20 10:45:00
59937,mfi,59937,59919,bull,2022-09-23 16:45:00
60187,wt,60187,60172,bull,2022-09-26 07:15:00
60612,wt,60606,60580,bear,2022-09-30 17:30:00
60830,mfi,60829,60780,bull,2022-10-03 00:00:00
60971,mfi,60970,60958,bear,2022-10-04 11:15:00
61270,mfi,61270,61244,bull,2022-10-07 14:00:00
61686,wt,61678,61645,bull,2022-10-11 22:00:00
62075,wt,62069,62072,bull,2022-10-15 23:15:00
62075,wt,62074,62072,bull,2022-10-15 23:15:00
62190,wt,62190,62187,bull,2022-10-17 04:00:00
62216,wt,62209,62216,bear,2022-10-17 10:30:00
62224,mfi,62222,62222,bear,2022-10-17 12:30:00
62299,mfi,62299,62277,bear,2022-10-18 07:15:00
62425,mfi,62424,62403,bull,2022-10-19 14:45:00
62464,mfi,62459,62463,bull,2022-10-20 00:30:00
62464,mfi,62463,62463,bull,2022-10-20 00:30:00
62761,wt,62754,62761,bear,2022-10-23 02:45:00
62837,mfi,62832,62826,bear,2022-10-23 21:45:00
63015,wt,63014,63013,bear,2022-10-25 18:15:00
63021,mfi,63021,63014,bear,2022-10-25 19:45:00
63053,wt,63050,63044,bear,2022-10-26 03:45:00
63522,wt,63517,63522,bull,2022-10-31 01:00:00
63716,wt,63711,63693,bear,2022-11-02 01:30:00
64210,mfi,64210,64192,bull,2022-11-07 05:00:00
64367,wt,64367,64358,bull,2022-11-08 20:15:00
64371,mfi,64371,64349,bull,2022-11-08 21:15:00
64635,mfi,64634,64590,bull,2022-11-11 15:15:00
64854,mfi,64852,64806,bull,2022-11-13 22:00:00
64865,wt,64857,64862,bull,2022-11-14 00:45:00
65310,mfi,65303,65282,bull,2022-11-18 16:00:00
66020,wt,66015,66014,bear,2022-11-26 01:30:00
66483,wt,66483,66445,bear,2022-11-30 21:15:00
66686,wt,66685,66681,bear,2022-12-03 00:00:00
67234,mfi,67228,67231,bear,2022-12-08 17:00:00
67896,mfi,67895,67850,bull,2022-12-15 14:30:00
67904,wt,67903,67902,bull,2022-12-15 16:30:00
67905,mfi,67905,67903,bull,2022-12-15 16:45:00
67978,wt,67978,67957,bull,2022-12-16 11:00:00
68219,mfi,68218,68212,bear,2022-12-18 23:15:00
68302,wt,68302,68291,bull,2022-12-19 20:00:00
68367,wt,68358,68365,bear,2022-12-20 12:15:00
68473,mfi,68469,68436,bull,2022-12-21 14:45:00
68658,wt,68652,68649,bear,2022-12-23 13:00:00
68660,mfi,68659,68652,bear,2022-12-23 13:30:00
68661,wt,68661,68659,bear,2022-12-23 13:45:00
69599,wt,69593,69593,bear,2023-01-02 08:15:00
70260,mfi,70258,70241,bear,2023-01-09 05:30:00
70310,mfi,70307,70309,bear,2023-01-09 18:00:00
70496,mfi,70489,70490,bull,2023-01-11 16:30:00
70579,mfi,70570,70529,bear,2023-01-12 13:15:00
70580,wt,70580,70580,bear,2023-01-12 13:30:00
71175,wt,71172,71149,bull,2023-01-18 18:15:00
71249,mfi,71245,71248,bull,2023-01-19 12:45:00
71251,wt,71248,71245,bull,2023-01-19 13:15:00
71252,mfi,71252,71248,bull,2023-01-19 13:30:00
71401,mfi,71401,71380,bear,2023-01-21 02:45:00
71413,mfi,71411,71380,bear,2023-01-21 05:45:00
71427,mfi,71426,71380,bear,2023-01-21 09:15:00
71781,wt,71775,71774,bull,2023-01-25 01:45:00
72117,mfi,72117,72095,bull,2023-01-28 13:45:00
72233,wt,72231,72216,bear,2023-01-29 18:45:00
